PreferredSponsors,Gender,Country,Degree,Sign Up Date,city,zip,isFromSocialMedia,Excelerate,GlobalShala,Grant Thornton China,Illinois Institute of Technology,Saint Louis University
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,India,Undergraduate Student,2023-05-11,Khammam,507001,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Graduate Program Student,2023-08-29,Pune,412105,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Ghana,Undergraduate Student,2023-07-06,Accra,233,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,United States,Graduate Program Student,2023-06-03,Saint Louis,63108,1,1,1,1,1,1
"['Saint Louis University', 'Illinois Institute of Technology', 'Excelerate', 'GlobalShala', 'Grant Thornton China']",0.0,India,Undergraduate Student,2023-09-07,Anpara,231225,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Not in Education,2023-06-29,Trichy,620102,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,High School Student,2023-06-04,Mumbai,400101,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,India,Graduate Program Student,2023-06-15,Kanpur,208011,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,Nigeria,Graduate Program Student,2023-09-20,Yenagoa,569101,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,Nigeria,Undergraduate Student,2023-06-16,Ibadan,200005,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Graduate Program Student,2023-08-04,Alpha,201310,0,1,1,1,1,1
"['Saint Louis University', 'Grant Thornton China', 'Excelerate']",0.0,Nigeria,Graduate Program Student,2022-10-23,Benin city,300213,0,1,0,1,0,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Egypt,Undergraduate Student,2023-06-13,Cairo,11865,0,1,1,1,1,1
"['Saint Louis University', 'Grant Thornton China', 'Excelerate']",0.0,India,Graduate Program Student,2023-02-23,Cumbum,523333,0,1,0,1,0,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,United States,Graduate Program Student,2023-09-23,Saint louis,63146,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Ghana,Undergraduate Student,2023-09-15,Accra,23,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Illinois Institute of Technology', 'Excelerate', 'Saint Louis University']",0.0,Ghana,Not in Education,2023-06-13,Ashaiman,233,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,Nigeria,Not in Education,2023-08-08,Ibadan,200005,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,India,Not in Education,2023-07-23,Jammu,180004,0,1,1,1,1,1
"['Illinois Institute of Technology', 'Grant Thornton China', 'Excelerate']",0.0,United States,Undergraduate Student,2022-10-15,Chicago,60647,0,1,0,1,1,0
"['GlobalShala', 'Illinois Institute of Technology', 'Saint Louis University', 'Grant Thornton China', 'Excelerate']",1.0,India,Undergraduate Student,2022-12-22,Pune,412207,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Undergraduate Student,2023-07-22,Raipur,490042,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,India,Undergraduate Student,2023-09-01,Mumbai,400053,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Pakistan,Undergraduate Student,2023-03-16,Rawalpindi,46000,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Egypt,Not in Education,2023-08-05,Cairo,11765,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,United States,Graduate Program Student,2023-09-14,Saint Louis,63121,0,1,1,1,1,1
"['Illinois Institute of Technology', 'Grant Thornton China', 'Excelerate']",0.0,United States,High School Student,2022-10-26,Cincinnati,45223,0,1,0,1,1,0
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Egypt,Graduate Program Student,2023-06-13,cairo,42211,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Graduate Program Student,2023-07-11,Delhi,110096,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Nigeria,Not in Education,2023-08-03,Lugbe,900107,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Ethiopia,Graduate Program Student,2023-07-28,Adama,1888,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,United States,Graduate Program Student,2023-10-07,Maryland Heights,63043,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,Nepal,Not in Education,2023-08-11,kathmandu,44600,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Graduate Program Student,2023-06-14,Narasapur,534275,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,Sri Lanka,Undergraduate Student,2023-04-27,Borelasgamuwa,10290,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Graduate Program Student,2023-08-09,Madurai,625301,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,United States,Graduate Program Student,2023-08-23,Saint Louis,63108,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,India,Not in Education,2023-07-06,nagpur,441001,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Graduate Program Student,2023-08-31,Mhow,453441,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,United States,Undergraduate Student,2023-06-01,Campbell,95008,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,Nigeria,Graduate Program Student,2023-06-16,Port Harcourt,500101,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Undergraduate Student,2023-05-31,Hyderabad,500028,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Graduate Program Student,2023-07-11,Surat,395007,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Undergraduate Student,2023-07-20,Kharghar,410210,1,1,1,1,1,1
"['Illinois Institute of Technology', 'Grant Thornton China', 'Excelerate']",1.0,United States,High School Student,2022-09-23,Mechanicsburg,17050,0,1,0,1,1,0
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,India,Undergraduate Student,2023-06-25,chidambaram,608002,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Nepal,Graduate Program Student,2023-03-25,Makawanpur,42000,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Undergraduate Student,2023-07-21,Ariyalur,621801,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Nigeria,Graduate Program Student,2023-08-14,Abuja,900109,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,Ghana,Not in Education,2023-07-19,Kumasi,233,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Undergraduate Student,2023-10-09,Howrah,711106,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Undergraduate Student,2023-07-04,Jharsuguda,768216,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,India,Undergraduate Student,2023-05-12,Indore,452020,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,Nigeria,Graduate Program Student,2023-02-23,Aba,176,0,1,1,1,1,1
"['Illinois Institute of Technology', 'Grant Thornton China', 'Excelerate']",0.0,Nigeria,Graduate Program Student,2022-10-30,Lagos,234200,0,1,0,1,1,0
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,India,Not in Education,2023-06-16,Tirupati,517501,0,1,1,1,1,1
"['GlobalShala', 'Illinois Institute of Technology', 'Grant Thornton China', 'Excelerate']",1.0,India,Undergraduate Student,2022-10-19,Nalgonda,508001,0,1,1,1,1,0
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,Nigeria,Graduate Program Student,2023-06-21,Abuja,93001,1,1,1,1,1,1
"['Illinois Institute of Technology', 'Grant Thornton China', 'Excelerate']",0.0,India,High School Student,2022-10-03,Hyderabad,500102,0,1,0,1,1,0
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,United States,Graduate Program Student,2023-08-19,Saintlouis,63108,1,1,1,1,1,1
"['GlobalShala', 'Illinois Institute of Technology', 'Saint Louis University', 'Grant Thornton China', 'Excelerate']",0.0,India,Undergraduate Student,2022-08-26,Chennai,600050,0,1,1,1,1,1
"['Saint Louis University', 'Excelerate']",0.0,United States,Undergraduate Student,2023-05-21,Cottleville,63376,1,1,0,0,0,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,United States,High School Student,2023-05-08,Alpharetta,30005,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Undergraduate Student,2023-03-30,Agra,283124,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,Egypt,Graduate Program Student,2023-06-13,Faraskor,34612,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Not in Education,2023-04-04,HYDERABAD,500090,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,United States,High School Student,2023-08-08,Herndon,20171,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,South Africa,Undergraduate Student,2023-05-09,Johannesburg,2094,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Not in Education,2023-05-24,Raipur,492001,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,Indonesia,Undergraduate Student,2023-03-30,Banjarmasin Kota,70111,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,India,Graduate Program Student,2023-06-10,Hyderabad,500082,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Undergraduate Student,2023-05-03,Greater noida,201308,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Undergraduate Student,2023-08-12,Ghaziabad,201003,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Nigeria,Graduate Program Student,2023-06-20,Makurdi,970101,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Pakistan,Graduate Program Student,2023-04-25,Karachi,75300,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Graduate Program Student,2023-06-14,Coimbatore,641010,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Graduate Program Student,2023-07-29,Siliguri,734004,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Graduate Program Student,2023-06-28,Hospet,583201,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Undergraduate Student,2023-06-15,Nangloi,110041,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Undergraduate Student,2023-08-12,Gandhidham,370201,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,India,Undergraduate Student,2023-03-19,Bhimavaram,521002,1,1,1,1,1,1
['Saint Louis University'],1.0,United States,Graduate Program Student,2023-10-03,Saint Louis,63108,0,0,0,0,0,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Pakistan,Undergraduate Student,2023-03-30,Islamabad,44220,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Ghana,Graduate Program Student,2023-07-06,Accra,0,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Pakistan,High School Student,2023-07-19,karachi,75500,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Bangladesh,Graduate Program Student,2023-06-15,Home,1703,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,Nigeria,Not in Education,2023-06-25,Lagos,100271,0,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,India,Graduate Program Student,2023-07-09,Jodhpur,342001,1,1,1,1,1,1
"['Illinois Institute of Technology', 'Grant Thornton China', 'Excelerate']",0.0,Pakistan,Undergraduate Student,2022-10-15,Multan,60650,0,1,0,1,1,0
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Kazakhstan,Undergraduate Student,2023-08-16,Almaty,50000,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Rwanda,Undergraduate Student,2023-06-16,Kigali,0,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,Nigeria,Not in Education,2023-05-03,Ojodu,23401,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,India,Undergraduate Student,2023-04-12,Meerut,250004,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,Nigeria,Graduate Program Student,2023-04-11,Gwarinpa,900108,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",0.0,India,Undergraduate Student,2023-08-31,Chennai,600053,1,1,1,1,1,1
"['GlobalShala', 'Grant Thornton China', 'Saint Louis University', 'Illinois Institute of Technology', 'Excelerate']",1.0,Nigeria,Graduate Program Student,2023-07-06,Ikeja,120013,0,1,1,1,1,1
